spend,install,retention_d1,retention_d2,retention_d3,retention_d7,return_d1,return_d2,return_d3,return_d7,dau_d1,mau_d1,arpdau_d1,act_sess_d1,dau_d2,mau_d2,arpdau_d2,act_sess_d2,dau_d3,mau_d3,arpdau_d3,act_sess_d3,dau_d7,mau_d7,arpdau_d7,act_sess_d7,cpi_d1,cpi_d2,cpi_d3,cpi_d7,cpc_d1,cpc_d2,cpc_d3,cpc_d7,roas
-0.9963708609271524,-0.9930069930069929,0.12821788229664066,-0.1854368881537196,-0.33020062836157826,-0.6813867388658281,-0.6339321559628162,-0.5599932795001915,-0.4547778008890234,-0.2380915232369779,-0.9336107519638416,-0.8274269998694026,-0.9125550660792952,-0.9597436664752524,-0.9275394126402938,-0.8287235192997613,-0.9508810572687224,-0.9520408740974734,-0.9247232151587914,-0.8299786730235909,-0.9845814977973568,-0.9527202603851936,-0.9166005714968656,-0.8267923317435113,-0.9601321585903084,-0.9467390421038484,-0.9069047039613296,-0.8762155085700544,-0.9315412256800272,-0.8931787309773359,-0.9754922237994829,-0.9848404259735574,-0.982298287505728,-0.9794233284671164,0
-0.945582119205298,-0.9948658936000708,0.2490675787201624,-0.029035995429151917,-0.17626729939055352,-0.3562166708989334,-0.9939120577732324,-0.9684507068903786,-0.9595040784427482,-0.9382221550922726,-0.9916730951009898,-0.9883088694575124,-0.514977973568282,-0.9941920945471548,-0.9907778224448331,-0.9878325728937616,-0.5061674008810573,-0.9938493202863437,-0.9884483751453188,-0.9870643526296476,-0.6742290748898678,-0.9925059532956588,-0.9862579993263724,-0.9834986287268286,-0.5812775330396476,-0.9889048978590472,0.07196461002324361,-0.3454908155355706,-0.4214135382715276,-0.4893044637524782,-0.7771726735634109,-0.8103221898336577,-0.8659790974872867,-0.8747627372766046,0
-0.4648675496688742,-0.8325219084712756,0.007414075198329374,-0.36233160837881184,-0.4693997508100021,-0.5797964365292085,-0.9156800111391502,-0.8735557385443138,-0.8552178122457552,-0.8087757164337316,0.4612848901009354,0.6754753953822872,-0.8711453744493391,0.4768902748779973,0.4946924673236346,0.6804983740322641,-0.8795154185022026,0.6056524631026616,0.4660133204402481,0.6745535310653501,-0.8737885462555066,0.5978764941972938,0.6898619063657798,0.6803589125073941,-0.905066079295154,0.4876556975051811,-0.6590284457728162,-0.6501501473350897,-0.6320511632677688,-0.6676989110494456,-0.9551393721183842,-0.9687587857253912,-0.964596829948158,-0.9688120595408096,0
-0.9315086092715232,-0.9201557935735152,0.2002264468188968,-0.1831331019146281,-0.2973423008081575,-0.4834314150892228,-0.7665523111496926,-0.6617547867807716,-0.6111345731607661,-0.4654061705926441,-0.8553613142254913,-0.7822343745475626,-0.902863436123348,-0.7034232364745705,-0.8458566477254208,-0.7794605084554459,-0.9136563876651982,-0.6693306774105214,-0.8465172372581189,-0.7773402205264909,-0.906387665198238,-0.6748065925118845,-0.8516324601527614,-0.7694039142595273,-0.8519823788546256,-0.6944695106146405,-0.830489591971246,-0.8298016291628226,-0.8299461835206394,-0.8309072838045137,-0.9120406839091668,-0.9155799293233337,-0.9148429819215336,-0.9051889042892878,2
-0.8745430463576159,-0.8596972647605559,0.34003111400318753,-0.0013142202383932267,-0.2099349173980889,-0.4877219747272176,-0.850057146938117,-0.7123655848714576,-0.6439645834951305,-0.42539600062482896,-0.7903410510761743,-0.7527075332270038,-0.8691629955947137,-0.8222865662145513,-0.7842045219961103,-0.745233340995838,-0.8744493392070485,-0.8190652584421642,-0.7819228805180413,-0.7381999890085409,-0.8495594713656388,-0.8136001272501301,-0.7664816001912232,-0.7118618527227203,-0.8539647577092511,-0.8034956042089598,-0.8017772909677636,-0.7977996200850598,-0.8040328031823947,-0.7696741824081892,-0.9539359233359164,-0.9539450294465632,-0.9526949559408168,-0.9557090913663936,2
-0.2238350993377484,-0.6942551119766309,-0.09268606537193867,-0.3345589771769749,-0.4099441566685568,-0.6387192573650169,-0.9604547315192044,-0.9327520349465426,-0.9129149215340501,-0.8595100704047731,-0.04797314182031531,0.1449613910223415,-0.8790748898678414,0.7374464704072197,-0.042597159899607766,0.1409772825449127,-0.885022026431718,0.7318396078354346,-0.0489249122654527,0.1380533180319614,-0.8722466960352423,0.7175478468577037,-0.053783722117797916,0.1384102449854423,-0.8755506607929515,0.7450314100616184,-0.5969792932593527,-0.7743396647525185,-0.7858509788413607,-0.702601283818042,-0.9508383929631335,-0.9424103695420264,-0.9422850423360466,-0.9508924851846074,1
-0.9374503311258278,-0.9656545985659909,0.18110169613546054,-0.1033543550461712,-0.2393985534373859,-0.5090134193399756,-0.8657493195345523,-0.8245509440918242,-0.7785973040465447,-0.6889233030077663,-0.9218244439857016,-0.8982805457673132,-0.7830396475770925,-0.912567144278308,-0.921941785547431,-0.8983573677937245,-0.6751101321585904,-0.9169246139264176,-0.9209769771509904,-0.8980536253200672,-0.8061674008810573,-0.9238278564553828,-0.9182737752474496,-0.8965632780076858,-0.829295154185022,-0.9254631592771854,-0.616979891850812,-0.623204694189316,-0.642900331260911,-0.6282918228027634,-0.9617159651661572,-0.9515569832500264,-0.9388683527668492,-0.9540922595199912,1
-0.9675509933774834,-0.933610693104364,0.18535732906488825,-0.15474536045861442,-0.3085704318652366,-0.5766284676919667,-0.4381734855420356,-0.17882257030538418,-0.052438868141149515,0.21834867422195714,-0.7650343875965624,-0.5485642258733039,-0.8488986784140969,-0.8295271910496633,-0.7443040450243918,-0.5511773566486213,-0.8788546255506609,-0.8314374835593525,-0.752109431871272,-0.5509291624094461,-0.8755506607929515,-0.8353042853329975,-0.7615489086148264,-0.5447455802219919,-0.8504405286343613,-0.8285466255799722,-0.7965165698341038,-0.7995856836047309,-0.8015673396536144,-0.8061802033857285,-0.9520416347632692,-0.9547532431794212,-0.9542126885292984,-0.9579388550214559,1
-0.9942735099337748,-0.9865451004691512,0.2591945996275609,-0.13629852456668112,-0.2417633576851453,-0.6530762068471565,-0.7239628712121129,-0.5432493883668947,-0.376762551103966,-0.21714095781311196,-0.9802605417268766,-0.9579783515529572,-0.9156387665198238,-0.9883710943472672,-0.9796564499831591,-0.9576497896553824,-0.9145374449339208,-0.9883294992684272,-0.9758363302513066,-0.9567574722716804,-0.9088105726872246,-0.9859986342949114,-0.9807559838764002,-0.956177170502942,-0.9077092511013216,-0.9861781093573136,-0.8996318994952819,-0.8975811158109257,-0.8949101796077823,-0.9029115931403344,-0.9758598980171616,-0.9757207122903336,-0.9781460567027528,-0.945699790392608,0
-0.9956,-0.9932725502345756,0.21733643642825795,-0.16690646288031194,-0.2037516724030517,-0.5143041526661424,-0.8323579436000573,-0.7174311169922039,-0.6421520282008062,-0.4969542729779177,-0.9543454405197797,-0.9275946491685788,-0.8332599118942732,-0.833301559314775,-0.9542280989580504,-0.927022620541146,-0.8610132158590309,-0.835888927274471,-0.9540542596073404,-0.926172850741303,-0.8229074889867841,-0.8348074552246307,-0.9527852323471572,-0.922865957973624,-0.8191629955947136,-0.8290303609412967,-0.8323410529501367,-0.8377331030857991,-0.8165934614903476,-0.8128121619187516,-0.959182595185982,-0.9588229349756404,-0.9615366238848037,-0.9504354222874924,2
-0.9831238410596026,-0.9694609188280074,0.18690325038090405,-0.2256560013543253,-0.401398764178094,-0.7055209920433384,-0.439066419886376,-0.220403782962999,-0.13872848268629634,0.081843604106981,-0.955905648692402,-0.912676993516812,-0.8689427312775331,-0.9711907862278694,-0.949790849531177,-0.9118378606129334,-0.8566079295154185,-0.9674510805284576,-0.9511989482719282,-0.910865175570832,-0.8409691629955947,-0.966284877762462,-0.9639413726789732,-0.9119985959297326,-0.8577092511013216,-0.9742349297755676,-0.8135443940467766,-0.8236323790344695,-0.8307716417866411,-0.851888731998457,-0.9577658912849688,-0.9636150743559344,-0.962663404878068,-0.958315230345826,0
-0.9986223112582782,-0.9968133132690096,0.31777552056881664,0.0036820721178263405,-0.4674581005586592,-0.36276028440832897,-0.44869131253555417,-0.37342889723711215,-0.3422927788141473,-0.2501002210280463,-0.99909168939254,-0.9993653318741088,-0.786784140969163,-0.9988453514225708,-0.9990178076684884,-0.9992778729517328,-0.9136563876651982,-0.998529536935082,-0.99909168939254,-0.99920341467998,-0.9367841409691631,-0.9986936064127288,-0.99913080324645,-0.9989788579873928,-0.9491189427312776,-0.99871055255596,-0.8700976611607995,-0.8781209633452047,-0.8896309688487877,-0.8673943548686205,-0.918290923363982,-0.9733412806297208,-0.9358464992295702,-0.9095391158349242,0
-0.964453476821192,-0.9785783836416748,-0.03892750422242442,-0.3067591269325711,-0.3737170326101079,-0.562416584974075,-0.9503127095077941,-0.8774769742230669,-0.8255493527025592,-0.7014757171393846,-0.96566672823477,-0.9539386948410464,-0.8548458149779736,-0.973928358638932,-0.9651365182151044,-0.953736593817718,-0.9013215859030836,-0.974919708017952,-0.9663055878486294,-0.9537058650071532,-0.8383259911894273,-0.9764017252714368,-0.9620378317886984,-0.9547364620383956,-0.9044052863436124,-0.9764618070519836,-0.6161364612150644,-0.6826026262943556,-0.682324285686751,-0.7109880273238722,-0.8953895067717443,-0.9189805583966,-0.9655735035210196,-0.9687605440727806,1
-0.963631582781457,-0.9008586350358504,0.14993609587626033,-0.19622194052734288,-0.3841732529457375,-0.6604961686801205,-0.4469289895169726,-0.1867879090813207,-0.024558832717069826,0.2181764492071474,-0.8297200099957627,-0.6187901949092998,-0.9057268722466959,-0.6810651113188297,-0.8215104466584817,-0.614716263754836,-0.9039647577092512,-0.6745115755638156,-0.8071730462086724,-0.6096353731157182,-0.9129955947136564,-0.6517413510158635,-0.8185377937613403,-0.6003032697227257,-0.905066079295154,-0.6617033723980449,-0.8782125601628682,-0.8670220615136925,-0.868847908727206,-0.8573419271304885,-0.8969808524432716,-0.902041083108547,-0.9147810595495782,-0.91039594076794,2
-0.9994503311258278,-0.998849252013809,0.11697448511631793,-0.18383640456933192,-0.2554580449706775,-0.34140401345229143,-0.7693093503908384,-0.7214089089301665,-0.33812877155819643,-0.2739441498614085,-0.9787872532296092,-0.976897843842094,-0.8348017621145375,-0.9817135708951532,-0.9792696574278296,-0.9770089403110584,-0.8281938325991189,-0.9819862497453264,-0.9800302045871858,-0.977153129345246,-0.8425110132158591,-0.9832833999817444,-0.978913286758874,-0.9774190517443624,-0.8592511013215859,-0.9803971636777906,-0.8259754394937824,-0.8226428710154172,-0.8658367195119854,-0.8224542488440332,-0.956949034240586,-0.9582165705111434,-0.9508171937834106,-0.9900668378744424,1
-0.9885827814569536,-0.9934495883862972,-0.06876610128506787,-0.30741620968345906,-0.4343094491384175,-0.5677617824817041,-0.8338801324260194,-0.7452939716282014,-0.634708947171264,-0.11621386913805774,0.459759449798455,0.6840499154071302,-0.8786343612334802,0.5303553567721602,0.4390073773074457,0.6842661989584116,-0.8914096916299559,0.5763140674941776,0.4289333869337999,0.6787409224434369,-0.9041850220264316,0.5690857671268701,0.4063864231467096,0.6742084228851635,-0.8995594713656387,0.4527142907211008,-0.6731926248774768,-0.5255572304934311,-0.7064599494731194,-0.7430240143330512,-0.939846628034625,-0.929821524602966,-0.9415266700034832,-0.9070880616063844,2
-0.9561589403973508,-0.9753916969106844,0.2109173367944448,-0.09273433480700977,-0.2192558646409488,-0.43049181010283,-0.9180240919161656,-0.8749399984929274,-0.8468775815748516,-0.6759532246120137,-0.9018981084105652,-0.8617699913072923,-0.7781938325991189,-0.9067338196106162,-0.9013461684720608,-0.8605680220632859,-0.803964757709251,-0.9040832887534224,-0.8989341474809591,-0.8591095854387986,-0.8127753303964758,-0.9032644819236646,-0.8942361390280207,-0.8531860162638141,-0.9237885462555068,-0.9000316199627107,-0.6197967354978906,-0.6160329156257617,-0.6006091056752181,-0.6029967056292144,-0.969669981684304,-0.9675026090224409,-0.9659179578637954,-0.9681153984027951,0
-0.9982086092715232,-0.9951314508276532,0.16706401451802266,-0.31585744107983715,-0.44422896725142025,-0.5664875636053089,-0.34863571333732346,-0.12562614766708854,-0.06182109850763817,0.3359064105699949,-0.9616814611197428,-0.9332463865578,-0.933920704845815,-0.9728491974268052,-0.9618944143243624,-0.9328989146229544,-0.9176211453744494,-0.9724216924498384,-0.96817870685253,-0.9333669380453996,-0.9077092511013216,-0.9777404705866948,-0.9613511663533936,-0.9338148695532444,-0.952863436123348,-0.9748688695882588,-0.9156823418993524,-0.9144810904650134,-0.9135118798016308,-0.9187676204136472,-0.9733352286966732,-0.971972394193551,-0.965649284874192,-0.9677908688030294,0
-0.9804523178807948,-0.9771620784279011,0.0457481589639408,-0.3094765744032505,-0.3188245937023868,-0.5758951244286441,-0.8449663818182085,-0.7675382076522973,-0.7186196929370763,-0.5860024933625911,-0.9821466986820804,-0.9723417067372326,-0.918942731277533,-0.9719387273677518,-0.9827334064907268,-0.9721892445617392,-0.9277533039647576,-0.9728699949662252,-0.9837503666923804,-0.97224715655088,-0.9246696035242292,-0.9742541867565121,-0.977518225969426,-0.9673187280872556,-0.9444933920704844,-0.966434311934591,-0.774107738320675,-0.7849051276835849,-0.785442016396489,-0.8007822512874323,-0.9472776192761999,-0.948227968880177,-0.9515491271431338,-0.943631739831318,0
-0.9951026490066224,-0.9937151456138796,0.29652497372642306,0.06847032468609981,-0.0027967531390010736,-0.3448787266994858,-0.5742878475154101,-0.4461871574698367,-0.4036117726278807,-0.2782664235075305,-0.994037310270646,-0.9929796486633264,-0.9594713656387666,-0.9964752022079284,-0.9944545247123502,-0.992880370967656,-0.9325991189427312,-0.9965129458905796,-0.994597942176686,-0.99279291204528,-0.9440528634361234,-0.9965422165016152,-0.9931724595008636,-0.9919856898292956,-0.9359030837004404,-0.9955092720437551,-0.8095835336635039,-0.7648618530607136,-0.7805011158060869,-0.7665102574833027,-0.8989261665863256,-0.9131425506436844,-0.9040540135359431,-0.9065621464788636,0
-0.9986379867549668,-0.9975214658758964,-0.23905308823070426,-0.3355622483692769,-0.49641084860023105,-0.5124957086233264,-0.7111229096160505,-0.7111229096160505,-0.7111229096160505,-0.6926595488470211,-0.9882658438270732,-0.9772866814834688,-0.9883259911894272,-0.9855279936806292,-0.9878008235639242,-0.9772985002567628,-0.9953744493392069,-0.9853677755991712,-0.9881528482491118,-0.9773989598297624,-0.9942731277533041,-0.9859855395478692,-0.9882310759569312,-0.977491146261456,-0.9892070484581498,-0.9855295342391048,-0.9616304466750476,-0.968849928459416,-0.9718032705694972,-0.9630014845118898,-0.9095171606030552,-0.9173035533398941,-0.9265173656963924,-0.9184197262448274,1
